iso3,occupation,employment,w_within_emp
AGO,2166,19.254075949367092,6.175871455316567e-4
AGO,2211,19.254075949367092,6.175871455316567e-4
AGO,2212,19.254075949367092,6.175871455316567e-4
AGO,2221,19.254075949367092,6.175871455316567e-4
AGO,2230,19.254075949367092,6.175871455316567e-4
AGO,2250,19.254075949367092,6.175871455316567e-4
AGO,2262,19.254075949367092,6.175871455316567e-4
AGO,2263,19.254075949367092,6.175871455316567e-4
AGO,2264,19.254075949367092,6.175871455316567e-4
AGO,2265,19.254075949367092,6.175871455316567e-4
AGO,2266,19.254075949367092,6.175871455316567e-4
AGO,2267,19.254075949367092,6.175871455316567e-4
AGO,2269,19.254075949367092,6.175871455316567e-4
AGO,2310,19.254075949367092,6.175871455316567e-4
AGO,2320,19.254075949367092,6.175871455316567e-4
AGO,2330,19.254075949367092,6.175871455316567e-4
AGO,2341,19.254075949367092,6.175871455316567e-4
AGO,2342,19.254075949367092,6.175871455316567e-4
AGO,2351,19.254075949367092,6.175871455316567e-4
AGO,2352,19.254075949367092,6.175871455316567e-4
AGO,2353,19.254075949367092,6.175871455316567e-4
AGO,2354,19.254075949367092,6.175871455316567e-4
AGO,2356,19.254075949367092,6.175871455316567e-4
AGO,2359,19.254075949367092,6.175871455316567e-4
AGO,2411,19.254075949367092,6.175871455316567e-4
AGO,2412,19.254075949367092,6.175871455316567e-4
AGO,2413,19.254075949367092,6.175871455316567e-4
AGO,2421,19.254075949367092,6.175871455316567e-4
AGO,2422,19.254075949367092,6.175871455316567e-4
AGO,2423,19.254075949367092,6.175871455316567e-4
AGO,2424,19.254075949367092,6.175871455316567e-4
AGO,2431,19.254075949367092,6.175871455316567e-4
AGO,2432,19.254075949367092,6.175871455316567e-4
AGO,2433,19.254075949367092,6.175871455316567e-4
AGO,2434,19.254075949367092,6.175871455316567e-4
AGO,2511,19.254075949367092,6.175871455316567e-4
AGO,2512,19.254075949367092,6.175871455316567e-4
AGO,2513,19.254075949367092,6.175871455316567e-4
AGO,2514,19.254075949367092,6.175871455316567e-4
AGO,2519,19.254075949367092,6.175871455316567e-4
AGO,2521,19.254075949367092,6.175871455316567e-4
AGO,2522,19.254075949367092,6.175871455316567e-4
AGO,2523,19.254075949367092,6.175871455316567e-4
AGO,2529,19.254075949367092,6.175871455316567e-4
AGO,2611,19.254075949367092,6.175871455316567e-4
AGO,2619,19.254075949367092,6.175871455316567e-4
AGO,2621,19.254075949367092,6.175871455316567e-4
AGO,2631,19.254075949367092,6.175871455316567e-4
AGO,2632,19.254075949367092,6.175871455316567e-4
AGO,2634,19.254075949367092,6.175871455316567e-4
AGO,2635,19.254075949367092,6.175871455316567e-4
AGO,2641,19.254075949367092,6.175871455316567e-4
AGO,2642,19.254075949367092,6.175871455316567e-4
AGO,2643,19.254075949367092,6.175871455316567e-4
AGO,2654,19.254075949367092,6.175871455316567e-4
AGO,2655,19.254075949367092,6.175871455316567e-4
AGO,2656,19.254075949367092,6.175871455316567e-4
AGO,2659,19.254075949367092,6.175871455316567e-4
AGO,3111,12.337571428571424,3.957357154610587e-4
AGO,3112,12.337571428571424,3.957357154610587e-4
AGO,3113,12.337571428571424,3.957357154610587e-4
AGO,3114,12.337571428571424,3.957357154610587e-4
AGO,3115,12.337571428571424,3.957357154610587e-4
AGO,3118,12.337571428571424,3.957357154610587e-4
AGO,3119,12.337571428571424,3.957357154610587e-4
AGO,3121,12.337571428571424,3.957357154610587e-4
AGO,3122,12.337571428571424,3.957357154610587e-4
AGO,3123,12.337571428571424,3.957357154610587e-4
AGO,3131,12.337571428571424,3.957357154610587e-4
AGO,3132,12.337571428571424,3.957357154610587e-4
AGO,3133,12.337571428571424,3.957357154610587e-4
AGO,3134,12.337571428571424,3.957357154610587e-4
AGO,3141,12.337571428571424,3.957357154610587e-4
AGO,3142,12.337571428571424,3.957357154610587e-4
AGO,3151,12.337571428571424,3.957357154610587e-4
